ncm_code,description,full_description,chapter,aec
4804.31.90,Los demás,"Papel y cartón Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03. > Crudos > Los demás",48,12
4804.39.10,De rigidez dieléctrica superior o igual a 600 V (método ASTM D 202 o equivalente),"Papel y cartón Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03. > Los demás > De rigidez dieléctrica superior o igual a 600 V (método ASTM D 202 o equivalente)",48,2
4804.39.90,Los demás,"Papel y cartón Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03. > Los demás",48,12
4804.41.00,Crudos,"Papel y cartón Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03. > Crudos",48,12
4804.42.00,Blanqueados uniformemente en la masa y con un contenido de fibras de madera obtenidas por procedimiento químico superior al 95 % en peso del contenido total de fibra,"Papel y cartón Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03. > Blanqueados uniformemente en la masa y con un contenido de fibras de madera obtenidas por procedimiento químico superior al 95 % en peso del contenido total de fibra",48,12
4804.49.00,Los demás,"Papel y cartón Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03. > Los demás",48,12
4804.51.00,Crudos,"Papel y cartón Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03. > Crudos",48,12
4804.52.00,Blanqueados uniformemente en la masa y con un contenido de fibras de madera obtenidas por procedimiento químico superior al 95 % en peso del contenido total de fibra,"Papel y cartón Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03. > Blanqueados uniformemente en la masa y con un contenido de fibras de madera obtenidas por procedimiento químico superior al 95 % en peso del contenido total de fibra",48,12
4804.59.10,"Semiblanqueados, con un contenido de fibras de madera obtenidas por procedimiento químico del 100 % en peso","Papel y cartón Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03. > Los demás > Semiblanqueados, con un contenido de fibras de madera obtenidas por procedimiento químico del 100 % en peso",48,2
4804.59.90,Los demás,"Papel y cartón Kraft, sin estucar ni recubrir, en bobinas (rollos) o en hojas, excepto el de las partidas 48.02 o 48.03. > Los demás",48,12
4805.11.00,Papel semiquímico para acanalar,"Los demás papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capítulo. > Papel semiquímico para acanalar",48,12
4805.12.00,Papel paja para acanalar,"Los demás papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capítulo. > Papel paja para acanalar",48,12
4805.19.00,Los demás,"Los demás papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capítulo. > Los demás",48,12
4805.24.00,De peso inferior o igual a 150 g/m2,"Los demás papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capítulo. > De peso inferior o igual a 150 g/m2",48,12
4805.25.00,De peso superior a 150 g/m2,"Los demás papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capítulo. > De peso superior a 150 g/m2",48,12
4805.30.00,Papel sulfito para envolver,"Los demás papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capítulo. > Papel sulfito para envolver",48,12
4805.40.10,"De peso superior a 15 g/m2 pero inferior o igual a 25 g/m2 y con un contenido de fibras sintéticas termosoldables superior o igual al 20 % pero inferior o igual al 30 %, en peso, del contenido total de fibra","Los demás papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capítulo. > Papel y cartón filtro > De peso superior a 15 g/m2 pero inferior o igual a 25 g/m2 y con un contenido de fibras sintéticas termosoldables superior o igual al 20 % pero inferior o igual al 30 %, en peso, del contenido total de fibra",48,2
4805.40.90,Los demás,"Los demás papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capítulo. > Papel y cartón filtro > Los demás",48,12
4805.50.00,"Papel y cartón fieltro, papel y cartón lana","Los demás papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capítulo. > Papel y cartón fieltro, papel y cartón lana",48,12
4805.91.00,De peso inferior o igual a 150 g/m2,"Los demás papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capítulo. > De peso inferior o igual a 150 g/m2",48,12
4805.92.10,Con fibras de vidrio,"Los demás papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capítulo. > De peso superior a 150 g/m2 pero inferior a 225 g/m2 > Con fibras de vidrio",48,12
4805.92.90,Los demás,"Los demás papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capítulo. > De peso superior a 150 g/m2 pero inferior a 225 g/m2 > Los demás",48,12
4805.93.00,De peso superior o igual a 225 g/m2,"Los demás papeles y cartones, sin estucar ni recubrir, en bobinas (rollos) o en hojas, que no hayan sido sometidos a trabajos complementarios o tratamientos distintos de los especificados en la Nota 3 de este Capítulo. > De peso superior o igual a 225 g/m2",48,12
4806.10.00,Papel y cartón sulfurizados (pergamino vegetal),"Papel y cartón sulfurizados, papel resistente a las grasas, papel vegetal, papel cristal y demás papeles calandrados transparentes o traslúcidos, en bobinas (rollos) o en hojas. > Papel y cartón sulfurizados (pergamino vegetal)",48,12
4806.20.00,Papel resistente a las grasas («greaseproof»),"Papel y cartón sulfurizados, papel resistente a las grasas, papel vegetal, papel cristal y demás papeles calandrados transparentes o traslúcidos, en bobinas (rollos) o en hojas. > Papel resistente a las grasas («greaseproof»)",48,12
4806.30.00,Papel vegetal (papel calco),"Papel y cartón sulfurizados, papel resistente a las grasas, papel vegetal, papel cristal y demás papeles calandrados transparentes o traslúcidos, en bobinas (rollos) o en hojas. > Papel vegetal (papel calco)",48,12
4806.40.00,Papel cristal y demás papeles calandrados transparentes o traslúcidos,"Papel y cartón sulfurizados, papel resistente a las grasas, papel vegetal, papel cristal y demás papeles calandrados transparentes o traslúcidos, en bobinas (rollos) o en hojas. > Papel cristal y demás papeles calandrados transparentes o traslúcidos",48,12
4807.00.00,"Papel y cartón obtenidos por pegado de hojas planas, sin estucar ni recubrir en la superficie y sin impregnar, incluso reforzados interiormente, en bobinas (rollos) o en hojas.","Papel y cartón obtenidos por pegado de hojas planas, sin estucar ni recubrir en la superficie y sin impregnar, incluso reforzados interiormente, en bobinas (rollos) o en hojas.",48,12
4808.10.00,"Papel y cartón corrugados, incluso perforados","Papel y cartón corrugados (incluso revestidos por encolado), rizados («crepés»), plisados, gofrados, estampados o perforados, en bobinas (rollos) o en hojas, excepto el papel de los tipos descritos en el texto de la partida 48.03. > Papel y cartón corrugados, incluso perforados",48,12
4808.40.00,"Papel Kraft rizado («crepé») o plisado, incluso gofrado, estampado o perforado","Papel y cartón corrugados (incluso revestidos por encolado), rizados («crepés»), plisados, gofrados, estampados o perforados, en bobinas (rollos) o en hojas, excepto el papel de los tipos descritos en el texto de la partida 48.03. > Papel Kraft rizado («crepé») o plisado, incluso gofrado, estampado o perforado",48,12
4808.90.00,Los demás,"Papel y cartón corrugados (incluso revestidos por encolado), rizados («crepés»), plisados, gofrados, estampados o perforados, en bobinas (rollos) o en hojas, excepto el papel de los tipos descritos en el texto de la partida 48.03. > Los demás",48,12
4809.20.00,Papel autocopia,"Papel carbón (carbónico), papel autocopia y demás papeles para copiar o transferir (incluido el estucado o cuché, recubierto o impregnado, para clisés de mimeógrafo («stencils») o para planchas offset), incluso impresos, en bobinas (rollos) o en hojas. > Papel autocopia",48,14
4809.90.00,Los demás,"Papel carbón (carbónico), papel autocopia y demás papeles para copiar o transferir (incluido el estucado o cuché, recubierto o impregnado, para clisés de mimeógrafo («stencils») o para planchas offset), incluso impresos, en bobinas (rollos) o en hojas. > Los demás",48,14
4810.13.10,De anchura inferior o igual a 15 cm,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > En bobinas (rollos) > De anchura inferior o igual a 15 cm",48,16
4810.13.81,Metalizados,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > En bobinas (rollos) > Los demás, de peso superior a 150 g/m2 > Metalizados",48,14
4810.13.82,Baritados (estucados con óxido o sulfato de bario),"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > En bobinas (rollos) > Los demás, de peso superior a 150 g/m2 > Baritados (estucados con óxido o sulfato de bario)",48,2
4810.13.89,Los demás,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > En bobinas (rollos) > Los demás, de peso superior a 150 g/m2 > Los demás",48,14
4810.13.91,"Papel estucado o recubierto en una cara, del tipo «wet strength», resistente a la humedad y al álcali","Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > En bobinas (rollos) > Los demás > Papel estucado o recubierto en una cara, del tipo «wet strength», resistente a la humedad y al álcali",48,2
4810.13.99,Los demás,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > En bobinas (rollos) > Los demás",48,14
4810.14.10,"En las que ningún lado sea superior a 360 mm, medidos sin plegar","Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > En hojas en las que un lado sea inferior o igual a 435 mm y el otro sea inferior o igual a 297 mm, medidos sin plegar > En las que ningún lado sea superior a 360 mm, medidos sin plegar",48,16
4810.14.81,Metalizados,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > En hojas en las que un lado sea inferior o igual a 435 mm y el otro sea inferior o igual a 297 mm, medidos sin plegar > Los demás, de peso superior a 150 g/m2 > Metalizados",48,14
4810.14.82,Baritados (estucados con óxido o sulfato de bario),"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > En hojas en las que un lado sea inferior o igual a 435 mm y el otro sea inferior o igual a 297 mm, medidos sin plegar > Los demás, de peso superior a 150 g/m2 > Baritados (estucados con óxido o sulfato de bario)",48,2
4810.14.89,Los demás,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > En hojas en las que un lado sea inferior o igual a 435 mm y el otro sea inferior o igual a 297 mm, medidos sin plegar > Los demás, de peso superior a 150 g/m2 > Los demás",48,14
4810.14.90,Los demás,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > En hojas en las que un lado sea inferior o igual a 435 mm y el otro sea inferior o igual a 297 mm, medidos sin plegar > Los demás",48,14
4810.19.10,"En tiras de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar","Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Los demás > En tiras de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar",48,16
4810.19.81,Metalizados,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Los demás > Los demás, de peso superior a 150 g/m2 > Metalizados",48,14
4810.19.82,Baritados (estucados con óxido o sulfato de bario),"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Los demás > Los demás, de peso superior a 150 g/m2 > Baritados (estucados con óxido o sulfato de bario)",48,2
4810.19.89,Los demás,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Los demás > Los demás, de peso superior a 150 g/m2",48,14
4810.19.91,"Papel estucado o recubierto en una cara, del tipo «wet strength», resistente a la humedad y al álcali","Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Los demás > Papel estucado o recubierto en una cara, del tipo «wet strength», resistente a la humedad y al álcali",48,2
4810.19.99,Los demás,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Los demás",48,14
4810.22.10,"En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar","Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Papel estucado o cuché ligero (liviano)* («L.W.C.») > En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar",48,16
4810.22.90,Los demás,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Papel estucado o cuché ligero (liviano)* («L.W.C.») > Los demás",48,14
4810.29.10,"En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar","Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Los demás > En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar",48,16
4810.29.90,Los demás,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Los demás",48,14
4810.31.10,"En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar","Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Blanqueados uniformemente en la masa y con un contenido de fibras de madera obtenidas por procedimiento químico superior al 95 % en peso del contenido total de fibra, de peso inferior o igual a 150 g/m2 > En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar",48,16
4810.31.90,Los demás,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Blanqueados uniformemente en la masa y con un contenido de fibras de madera obtenidas por procedimiento químico superior al 95 % en peso del contenido total de fibra, de peso inferior o igual a 150 g/m2 > Los demás",48,14
4810.32.10,"En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar","Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Blanqueados uniformemente en la masa y con un contenido de fibras de madera obtenidas por procedimiento químico superior al 95 % en peso del contenido total de fibra, de peso superior a 150 g/m2 > En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar",48,16
4810.32.90,Los demás,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Blanqueados uniformemente en la masa y con un contenido de fibras de madera obtenidas por procedimiento químico superior al 95 % en peso del contenido total de fibra, de peso superior a 150 g/m2 > Los demás",48,14
4810.39.10,"En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar","Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Los demás > En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar",48,16
4810.39.90,Los demás,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Los demás",48,14
4810.92.10,"En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar","Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Multicapas > En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar",48,16
4810.92.90,Los demás,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Multicapas > Los demás",48,14
4810.99.10,"En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar","Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Los demás > En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar",48,16
4810.99.90,Los demás,"Papel y cartón estucados por una o las dos caras con caolín u otras sustancias inorgánicas, con aglutinante o sin él, con exclusión de cualquier otro estucado o recubrimiento, incluso coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño. > Los demás",48,14
4811.10.10,"En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar","Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10. > Papel y cartón alquitranados, embetunados o asfaltados > En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar",48,16
4811.10.90,Los demás,"Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10. > Papel y cartón alquitranados, embetunados o asfaltados > Los demás",48,12
4811.41.10,"En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar","Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10. > Autoadhesivos > En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar",48,16
4811.41.90,Los demás,"Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10. > Autoadhesivos > Los demás",48,12
4811.49.10,"En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar","Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10. > Los demás > En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar",48,16
4811.49.90,Los demás,"Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10. > Los demás",48,12
4811.51.10,"En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar","Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10. > Blanqueados, de peso superior a 150 g/m2 > En tiras o en bobinas (rollos) de anchura inferior o igual a 15 cm o en hojas en las que ningún lado sea superior a 360 mm, medidos sin plegar",48,16
4811.51.21,"De silicona, excepto gofrados en la cara recubierta o revestida","Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10. > Blanqueados, de peso superior a 150 g/m2 > Los demás, recubiertos o revestidos > De silicona, excepto gofrados en la cara recubierta o revestida",48,12
4811.51.22,"De polietileno, estratificado con aluminio, impreso","Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10. > Blanqueados, de peso superior a 150 g/m2 > Los demás, recubiertos o revestidos > De polietileno, estratificado con aluminio, impreso",48,12
4811.51.23,"De polietileno o polipropileno, en ambas caras, base para papel fotográfico","Papel, cartón, guata de celulosa y napa de fibras de celulosa, estucados, recubiertos, impregnados o revestidos, coloreados o decorados en la superficie o impresos, en bobinas (rollos) o en hojas de forma cuadrada o rectangular, de cualquier tamaño, excepto los productos de los tipos descritos en el texto de las partidas 48.03, 48.09 o 48.10. > Blanqueados, de peso superior a 150 g/m2 > Los demás, recubiertos o revestidos > De polietileno o polipropileno, en ambas caras, base para papel fotográfico",48,2
